Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,38701.179688,39412.558594,38570.039063,39352.671875,39352.671875,26400
2019-05-21,39449.449219,39571.730469,38884.851563,38969.800781,38969.800781,22700
2019-05-22,39086.210938,39249.078125,38903.871094,39110.210938,39110.210938,15600
2019-05-23,39591.769531,40124.960938,38651.609375,38811.390625,38811.390625,28100
2019-05-24,39076.281250,39476.968750,38824.261719,39434.718750,39434.718750,17100
2019-05-27,39536.230469,39821.941406,39353.160156,39683.289063,39683.289063,16000
2019-05-28,39765.640625,39828.648438,39498.648438,39749.730469,39749.730469,15300
2019-05-29,39714.269531,39767.929688,39420.500000,39502.050781,39502.050781,12800
2019-05-30,39580.281250,39911.921875,39500.558594,39831.968750,39831.968750,17500
2019-05-31,39998.910156,40122.339844,39374.238281,39714.199219,39714.199219,17100
2019-06-03,39806.859375,40308.898438,39711.019531,40267.621094,40267.621094,34600
2019-06-04,40196.000000,40312.070313,40031.050781,40083.539063,40083.539063,11900
2019-06-06,40136.429688,40159.261719,39481.148438,39529.718750,39529.718750,18700
2019-06-07,39581.769531,39703.101563,39279.468750,39615.898438,39615.898438,14800
2019-06-10,39787.328125,39979.480469,39619.968750,39784.519531,39784.519531,16200
2019-06-11,39900.449219,40066.308594,39760.019531,39950.460938,39950.460938,14200
2019-06-12,39974.179688,39982.101563,39623.531250,39756.808594,39756.808594,11700
2019-06-13,39679.351563,39800.808594,39461.269531,39741.359375,39741.359375,21800
2019-06-14,39797.000000,39799.898438,39363.449219,39452.070313,39452.070313,20600
2019-06-17,39514.359375,39540.421875,38911.488281,38960.789063,38960.789063,12700
2019-06-18,39056.980469,39167.828125,38870.960938,39046.339844,39046.339844,17800
2019-06-19,39176.558594,39435.800781,38881.050781,39112.738281,39112.738281,18500
2019-06-20,39042.960938,39638.640625,38933.781250,39601.628906,39601.628906,20100
2019-06-21,39608.250000,39617.949219,39121.300781,39194.488281,39194.488281,15600
2019-06-24,39160.230469,39300.019531,39021.699219,39122.960938,39122.960938,11600
2019-06-25,39131.941406,39490.640625,38946.039063,39434.941406,39434.941406,11300
2019-06-26,39379.128906,39674.218750,39319.640625,39592.078125,39592.078125,15000
2019-06-27,39633.968750,39817.218750,39510.441406,39586.410156,39586.410156,13200
2019-06-28,39630.519531,39675.250000,39361.921875,39394.640625,39394.640625,11200
2019-07-01,39543.730469,39764.820313,39541.089844,39686.500000,39686.500000,10800
2019-07-02,39811.679688,39838.488281,39499.191406,39816.480469,39816.480469,14800
2019-07-03,39907.570313,39934.988281,39732.378906,39839.250000,39839.250000,13800
2019-07-04,39917.648438,39979.101563,39858.328125,39908.058594,39908.058594,14500
2019-07-05,39990.398438,40032.410156,39441.378906,39513.390625,39513.390625,26000
2019-07-08,39476.378906,39476.378906,38605.480469,38720.570313,38720.570313,22000
2019-07-09,38754.468750,38814.230469,38435.871094,38730.820313,38730.820313,18800
2019-07-10,38701.988281,38854.851563,38474.660156,38557.039063,38557.039063,14900
2019-07-11,38751.621094,38892.500000,38631.308594,38823.109375,38823.109375,14600
2019-07-12,38941.101563,39021.839844,38684.851563,38736.230469,38736.230469,12900
2019-07-15,39009.949219,39023.968750,38696.601563,38896.710938,38896.710938,18000
2019-07-16,38961.859375,39173.890625,38845.269531,39131.039063,39131.039063,25100
2019-07-17,39171.101563,39284.730469,39081.140625,39215.640625,39215.640625,23400
2019-07-18,39204.468750,39204.468750,38861.250000,38897.460938,38897.460938,24100
2019-07-19,39058.730469,39058.730469,38271.351563,38337.011719,38337.011719,19200
2019-07-22,38333.519531,38333.519531,37890.320313,38031.128906,38031.128906,23000
2019-07-23,38138.558594,38217.808594,37898.898438,37982.738281,37982.738281,19300
2019-07-24,37990.230469,38102.839844,37708.410156,37847.648438,37847.648438,16600
2019-07-25,37935.019531,38169.871094,37775.511719,37830.980469,37830.980469,18000
2019-07-26,37831.179688,37978.070313,37690.468750,37882.789063,37882.789063,24100
2019-07-29,38043.218750,38043.218750,37519.160156,37686.371094,37686.371094,21100
2019-07-30,37735.539063,37950.210938,37359.031250,37397.238281,37397.238281,22800
2019-07-31,37257.550781,37576.371094,37128.261719,37481.121094,37481.121094,27200
2019-08-01,37387.179688,37387.179688,36694.179688,37018.320313,37018.320313,21000
2019-08-02,36920.109375,37375.160156,36607.410156,37118.218750,37118.218750,28100
2019-08-05,36842.171875,36844.050781,36416.789063,36699.839844,36699.839844,25900
2019-08-06,36568.031250,37241.769531,36536.589844,36976.851563,36976.851563,25400
2019-08-07,37025.269531,37104.789063,36610.570313,36690.500000,36690.500000,25300
2019-08-08,36808.011719,37405.480469,36655.410156,37327.359375,37327.359375,24100
2019-08-09,37521.300781,37807.550781,37406.261719,37581.910156,37581.910156,27400
2019-08-13,37755.160156,37755.160156,36888.488281,36958.160156,36958.160156,28600
2019-08-14,37233.500000,37473.609375,37000.769531,37311.531250,37311.531250,22500
2019-08-16,37383.000000,37444.449219,36974.410156,37350.328125,37350.328125,26100
2019-08-19,37485.921875,37718.878906,37358.488281,37402.488281,37402.488281,17700
2019-08-20,37441.750000,37511.550781,37219.898438,37328.011719,37328.011719,20900
2019-08-21,37298.730469,37406.550781,37022.519531,37060.371094,37060.371094,28500
2019-08-22,37087.578125,37087.578125,36391.351563,36472.929688,36472.929688,33100
2019-08-23,36387.679688,36807.339844,36102.351563,36701.160156,36701.160156,38400
2019-08-26,37363.949219,37544.480469,36492.648438,37494.121094,37494.121094,35600
2019-08-27,37658.480469,37731.511719,37449.691406,37641.269531,37641.269531,36500
2019-08-28,37655.769531,37687.820313,37249.191406,37451.839844,37451.839844,28600
2019-08-29,37381.800781,37381.800781,36987.351563,37068.929688,37068.929688,31700
2019-08-30,37222.261719,37397.968750,36829.808594,37332.789063,37332.789063,33400
2019-09-03,37181.761719,37188.378906,36466.011719,36562.910156,36562.910156,23600
2019-09-04,36575.238281,36776.308594,36409.539063,36724.738281,36724.738281,25600
2019-09-05,36821.710938,36898.988281,36541.878906,36644.421875,36644.421875,27400
2019-09-06,36785.589844,37012.980469,36727.660156,36981.769531,36981.769531,23000
2019-09-09,36969.480469,37244.078125,36784.468750,37145.449219,37145.449219,25300
2019-09-11,37251.031250,37343.460938,37193.570313,37270.820313,37270.820313,36700
2019-09-12,37330.468750,37435.148438,37048.671875,37104.281250,37104.281250,27500
2019-09-13,37175.859375,37413.500000,37000.089844,37384.988281,37384.988281,34300
2019-09-16,37204.558594,37302.058594,37028.941406,37123.308594,37123.308594,19900
2019-09-17,37169.460938,37169.558594,36419.089844,36481.089844,36481.089844,20500
2019-09-18,36621.378906,36712.988281,36465.921875,36563.878906,36563.878906,25400
2019-09-19,36613.929688,36613.929688,35987.800781,36093.468750,36093.468750,31700
2019-09-20,36214.921875,38378.019531,36085.738281,38014.621094,38014.621094,61000
2019-09-23,38844.000000,39441.121094,38674.039063,39090.031250,39090.031250,2800
2019-09-24,39135.281250,39306.371094,38913.058594,39097.140625,39097.140625,30600
2019-09-25,39087.199219,39087.199219,38510.968750,38593.519531,38593.519531,28800
2019-09-26,38700.480469,39158.070313,38676.109375,38989.738281,38989.738281,33200
2019-09-27,39003.128906,39107.371094,38782.601563,38822.570313,38822.570313,39200
2019-09-30,38873.121094,38873.121094,38401.089844,38667.328125,38667.328125,49000
2019-10-01,38813.480469,38923.781250,37929.890625,38305.410156,38305.410156,75400
2019-10-03,38137.871094,38310.929688,37957.558594,38106.871094,38106.871094,59200
2019-10-04,38401.488281,38403.539063,37633.359375,37673.308594,37673.308594,52900
2019-10-07,37853.800781,37919.468750,37480.531250,37531.980469,37531.980469,40400
2019-10-09,37628.050781,38209.839844,37415.828125,38177.949219,38177.949219,36400
2019-10-10,38130.230469,38130.230469,37802.929688,37880.398438,37880.398438,27300
2019-10-11,37994.480469,38345.410156,37737.851563,38127.078125,38127.078125,39400
2019-10-14,38208.238281,38513.691406,38066.128906,38214.468750,38214.468750,28500
2019-10-15,38316.488281,38635.191406,38238.269531,38506.089844,38506.089844,26200
2019-10-16,38637.050781,38666.378906,38416.671875,38598.988281,38598.988281,27500
2019-10-17,38647.441406,39104.691406,38557.429688,39052.058594,39052.058594,47100
2019-10-18,39087.828125,39361.058594,38963.601563,39298.378906,39298.378906,42400
2019-10-22,39233.398438,39426.468750,38924.851563,38963.839844,38963.839844,54500
2019-10-23,39063.839844,39196.671875,38866.078125,39058.828125,39058.828125,41000
2019-10-24,39223.011719,39327.148438,38840.761719,39020.390625,39020.390625,36600
2019-10-25,39201.671875,39241.609375,38718.269531,39058.058594,39058.058594,48600
2019-10-27,null,null,null,null,null,null
2019-10-29,39293.488281,39917.011719,39254.121094,39831.839844,39831.839844,50500
2019-10-30,40055.628906,40178.121094,39805.109375,40051.871094,40051.871094,37200
2019-10-31,40211.988281,40392.218750,40054.890625,40129.050781,40129.050781,87900
2019-11-01,40196.070313,40283.300781,40014.230469,40165.031250,40165.031250,57000
2019-11-04,40293.851563,40483.210938,40186.289063,40301.960938,40301.960938,62600
2019-11-05,40445.671875,40466.550781,40053.550781,40248.230469,40248.230469,45400
2019-11-06,40311.851563,40606.910156,40037.531250,40469.781250,40469.781250,37700
2019-11-07,40625.640625,40688.269531,40421.070313,40653.738281,40653.738281,30200
2019-11-08,40630.558594,40749.328125,40263.941406,40323.609375,40323.609375,42600
2019-11-11,40316.500000,40417.441406,40150.968750,40345.078125,40345.078125,29500
2019-11-13,40346.429688,40447.171875,40061.230469,40116.058594,40116.058594,37700
2019-11-14,40178.929688,40348.609375,40026.988281,40286.480469,40286.480469,27800
2019-11-15,40408.199219,40650.058594,40308.089844,40356.691406,40356.691406,25800
2019-11-18,40431.078125,40542.398438,40221.968750,40284.191406,40284.191406,28700
2019-11-19,40455.359375,40544.128906,40290.210938,40469.699219,40469.699219,39100
2019-11-20,40729.800781,40816.378906,40575.960938,40651.640625,40651.640625,32300
2019-11-21,40737.308594,40744.851563,40534.121094,40575.171875,40575.171875,21800
2019-11-22,40653.171875,40653.171875,40276.828125,40359.410156,40359.410156,21700
2019-11-25,40439.660156,40931.710938,40393.898438,40889.230469,40889.230469,28600
2019-11-26,41022.851563,41120.281250,40710.199219,40821.300781,40821.300781,32800
2019-11-27,40979.390625,41075.761719,40848.699219,41020.609375,41020.609375,32400
2019-11-28,41161.539063,41163.789063,40996.078125,41130.171875,41130.171875,30900
2019-11-29,41138.261719,41143.218750,40664.179688,40793.808594,40793.808594,46700
2019-12-02,41072.941406,41093.988281,40707.628906,40802.171875,40802.171875,39800
2019-12-03,40852.609375,40885.031250,40554.039063,40675.449219,40675.449219,33700
2019-12-04,40606.011719,40886.871094,40475.828125,40850.289063,40850.289063,44500
2019-12-05,40988.140625,41002.410156,40720.171875,40779.589844,40779.589844,33000
2019-12-06,40952.128906,40952.128906,40337.531250,40445.148438,40445.148438,33100
2019-12-09,40527.238281,40645.628906,40336.558594,40487.429688,40487.429688,32600
2019-12-10,40588.808594,40588.808594,40208.699219,40239.878906,40239.878906,31400
2019-12-11,40285.199219,40466.128906,40135.371094,40412.570313,40412.570313,55500
2019-12-12,40561.339844,40712.648438,40490.691406,40581.710938,40581.710938,41300
2019-12-13,40754.820313,41055.800781,40736.699219,41009.710938,41009.710938,27900
2019-12-16,41168.851563,41185.031250,40917.929688,40938.718750,40938.718750,21600
2019-12-17,41052.359375,41401.648438,41005.179688,41352.171875,41352.171875,19000
2019-12-18,41442.750000,41614.769531,41358.468750,41558.570313,41558.570313,24300
2019-12-19,41571.820313,41719.289063,41456.398438,41673.921875,41673.921875,33300
2019-12-20,41746.199219,41809.960938,41636.109375,41681.539063,41681.539063,33600
2019-12-23,41548.261719,41701.621094,41474.609375,41642.660156,41642.660156,6200
2019-12-24,41684.511719,41702.980469,41423.070313,41461.261719,41461.261719,4400
2019-12-26,41543.800781,41543.800781,41132.890625,41163.761719,41163.761719,5600
2019-12-27,41297.078125,41611.269531,41264.921875,41575.140625,41575.140625,6100
2019-12-30,41686.269531,41714.730469,41453.378906,41558.000000,41558.000000,5700
